order_id,branch_id,branch_name,city,menu_id,menu_name,category,quantity,price,cogs,revenue,margin,order_date,month,margin_pct
191,2,Gacoan Malang Sulfat,Malang,1,Mie Hompimpa,Mie,4,18000,8000,72000,40000,2024-07-27,2024-07,55.55555555555556
192,4,Gacoan Surabaya Darmo,Surabaya,5,Es Teh Jumbo,Minuman,4,8000,3000,32000,20000,2024-12-19,2024-12,62.5
193,4,Gacoan Surabaya Darmo,Surabaya,4,Dimsum Udang,Dimsum,8,15000,7000,120000,64000,2024-01-09,2024-01,53.333333333333336
194,1,Gacoan Malang Soekarno Hatta,Malang,3,Mie Iblis,Mie,4,25000,10000,100000,60000,2024-07-26,2024-07,60.0
195,2,Gacoan Malang Sulfat,Malang,3,Mie Iblis,Mie,10,25000,10000,250000,150000,2024-07-07,2024-07,60.0
196,4,Gacoan Surabaya Darmo,Surabaya,5,Es Teh Jumbo,Minuman,9,8000,3000,72000,45000,2024-06-25,2024-06,62.5
197,4,Gacoan Surabaya Darmo,Surabaya,5,Es Teh Jumbo,Minuman,6,8000,3000,48000,30000,2024-06-29,2024-06,62.5
198,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,5,25000,10000,125000,75000,2024-05-08,2024-05,60.0
199,2,Gacoan Malang Sulfat,Malang,1,Mie Hompimpa,Mie,4,18000,8000,72000,40000,2024-06-10,2024-06,55.55555555555556
200,1,Gacoan Malang Soekarno Hatta,Malang,5,Es Teh Jumbo,Minuman,3,8000,3000,24000,15000,2024-04-08,2024-04,62.5
201,2,Gacoan Malang Sulfat,Malang,4,Dimsum Udang,Dimsum,5,15000,7000,75000,40000,2024-10-28,2024-10,53.333333333333336
202,5,Gacoan Jogja Seturan,Yogyakarta,5,Es Teh Jumbo,Minuman,5,8000,3000,40000,25000,2024-02-21,2024-02,62.5
203,2,Gacoan Malang Sulfat,Malang,3,Mie Iblis,Mie,4,25000,10000,100000,60000,2024-07-03,2024-07,60.0
204,2,Gacoan Malang Sulfat,Malang,3,Mie Iblis,Mie,1,25000,10000,25000,15000,2024-12-28,2024-12,60.0
205,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,5,22000,9000,110000,65000,2024-01-24,2024-01,59.09090909090909
206,1,Gacoan Malang Soekarno Hatta,Malang,5,Es Teh Jumbo,Minuman,5,8000,3000,40000,25000,2024-12-23,2024-12,62.5
207,2,Gacoan Malang Sulfat,Malang,4,Dimsum Udang,Dimsum,2,15000,7000,30000,16000,2024-01-07,2024-01,53.333333333333336
208,5,Gacoan Jogja Seturan,Yogyakarta,3,Mie Iblis,Mie,8,25000,10000,200000,120000,2024-09-02,2024-09,60.0
209,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,3,25000,10000,75000,45000,2024-01-27,2024-01,60.0
210,3,Gacoan Surabaya Gubeng,Surabaya,4,Dimsum Udang,Dimsum,2,15000,7000,30000,16000,2024-02-03,2024-02,53.333333333333336
211,4,Gacoan Surabaya Darmo,Surabaya,4,Dimsum Udang,Dimsum,2,15000,7000,30000,16000,2024-10-22,2024-10,53.333333333333336
212,1,Gacoan Malang Soekarno Hatta,Malang,2,Mie Setan,Mie,3,22000,9000,66000,39000,2024-10-15,2024-10,59.09090909090909
213,3,Gacoan Surabaya Gubeng,Surabaya,1,Mie Hompimpa,Mie,4,18000,8000,72000,40000,2024-03-01,2024-03,55.55555555555556
214,5,Gacoan Jogja Seturan,Yogyakarta,4,Dimsum Udang,Dimsum,10,15000,7000,150000,80000,2024-11-01,2024-11,53.333333333333336
215,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,9,22000,9000,198000,117000,2024-07-13,2024-07,59.09090909090909
216,4,Gacoan Surabaya Darmo,Surabaya,4,Dimsum Udang,Dimsum,5,15000,7000,75000,40000,2024-10-28,2024-10,53.333333333333336
217,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,10,25000,10000,250000,150000,2024-11-13,2024-11,60.0
218,1,Gacoan Malang Soekarno Hatta,Malang,5,Es Teh Jumbo,Minuman,2,8000,3000,16000,10000,2024-04-16,2024-04,62.5
219,2,Gacoan Malang Sulfat,Malang,3,Mie Iblis,Mie,2,25000,10000,50000,30000,2024-03-21,2024-03,60.0
220,2,Gacoan Malang Sulfat,Malang,2,Mie Setan,Mie,9,22000,9000,198000,117000,2024-02-08,2024-02,59.09090909090909
221,2,Gacoan Malang Sulfat,Malang,1,Mie Hompimpa,Mie,7,18000,8000,126000,70000,2024-08-18,2024-08,55.55555555555556
222,5,Gacoan Jogja Seturan,Yogyakarta,4,Dimsum Udang,Dimsum,5,15000,7000,75000,40000,2024-01-17,2024-01,53.333333333333336
223,2,Gacoan Malang Sulfat,Malang,3,Mie Iblis,Mie,5,25000,10000,125000,75000,2024-12-25,2024-12,60.0
224,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,4,18000,8000,72000,40000,2024-05-15,2024-05,55.55555555555556
225,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,7,22000,9000,154000,91000,2024-02-28,2024-02,59.09090909090909
226,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,3,22000,9000,66000,39000,2024-05-16,2024-05,59.09090909090909
227,2,Gacoan Malang Sulfat,Malang,1,Mie Hompimpa,Mie,1,18000,8000,18000,10000,2024-03-25,2024-03,55.55555555555556
228,3,Gacoan Surabaya Gubeng,Surabaya,5,Es Teh Jumbo,Minuman,10,8000,3000,80000,50000,2024-05-27,2024-05,62.5
229,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,8,18000,8000,144000,80000,2024-12-18,2024-12,55.55555555555556
230,3,Gacoan Surabaya Gubeng,Surabaya,4,Dimsum Udang,Dimsum,5,15000,7000,75000,40000,2024-09-13,2024-09,53.333333333333336
231,5,Gacoan Jogja Seturan,Yogyakarta,4,Dimsum Udang,Dimsum,8,15000,7000,120000,64000,2024-02-11,2024-02,53.333333333333336
232,5,Gacoan Jogja Seturan,Yogyakarta,1,Mie Hompimpa,Mie,7,18000,8000,126000,70000,2024-06-14,2024-06,55.55555555555556
233,5,Gacoan Jogja Seturan,Yogyakarta,3,Mie Iblis,Mie,1,25000,10000,25000,15000,2024-02-16,2024-02,60.0
234,2,Gacoan Malang Sulfat,Malang,5,Es Teh Jumbo,Minuman,10,8000,3000,80000,50000,2024-01-11,2024-01,62.5
235,3,Gacoan Surabaya Gubeng,Surabaya,5,Es Teh Jumbo,Minuman,1,8000,3000,8000,5000,2024-03-30,2024-03,62.5
236,4,Gacoan Surabaya Darmo,Surabaya,5,Es Teh Jumbo,Minuman,8,8000,3000,64000,40000,2024-05-22,2024-05,62.5
237,2,Gacoan Malang Sulfat,Malang,5,Es Teh Jumbo,Minuman,7,8000,3000,56000,35000,2024-11-21,2024-11,62.5
238,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,8,18000,8000,144000,80000,2024-06-27,2024-06,55.55555555555556
239,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,6,25000,10000,150000,90000,2024-12-09,2024-12,60.0
240,1,Gacoan Malang Soekarno Hatta,Malang,2,Mie Setan,Mie,6,22000,9000,132000,78000,2024-07-29,2024-07,59.09090909090909
241,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,7,25000,10000,175000,105000,2024-10-08,2024-10,60.0
242,1,Gacoan Malang Soekarno Hatta,Malang,4,Dimsum Udang,Dimsum,2,15000,7000,30000,16000,2024-06-10,2024-06,53.333333333333336
243,3,Gacoan Surabaya Gubeng,Surabaya,3,Mie Iblis,Mie,2,25000,10000,50000,30000,2024-07-25,2024-07,60.0
244,5,Gacoan Jogja Seturan,Yogyakarta,1,Mie Hompimpa,Mie,9,18000,8000,162000,90000,2024-08-24,2024-08,55.55555555555556
245,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,4,18000,8000,72000,40000,2024-09-22,2024-09,55.55555555555556
246,3,Gacoan Surabaya Gubeng,Surabaya,5,Es Teh Jumbo,Minuman,8,8000,3000,64000,40000,2024-11-16,2024-11,62.5
247,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,4,18000,8000,72000,40000,2024-05-16,2024-05,55.55555555555556
248,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,5,22000,9000,110000,65000,2024-08-12,2024-08,59.09090909090909
249,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,1,18000,8000,18000,10000,2024-11-18,2024-11,55.55555555555556
250,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,3,22000,9000,66000,39000,2024-06-08,2024-06,59.09090909090909
251,5,Gacoan Jogja Seturan,Yogyakarta,1,Mie Hompimpa,Mie,9,18000,8000,162000,90000,2024-07-27,2024-07,55.55555555555556
252,1,Gacoan Malang Soekarno Hatta,Malang,2,Mie Setan,Mie,2,22000,9000,44000,26000,2024-08-24,2024-08,59.09090909090909
253,1,Gacoan Malang Soekarno Hatta,Malang,2,Mie Setan,Mie,8,22000,9000,176000,104000,2024-05-29,2024-05,59.09090909090909
254,5,Gacoan Jogja Seturan,Yogyakarta,3,Mie Iblis,Mie,7,25000,10000,175000,105000,2024-09-04,2024-09,60.0
255,4,Gacoan Surabaya Darmo,Surabaya,2,Mie Setan,Mie,8,22000,9000,176000,104000,2024-10-09,2024-10,59.09090909090909
256,2,Gacoan Malang Sulfat,Malang,4,Dimsum Udang,Dimsum,4,15000,7000,60000,32000,2024-11-02,2024-11,53.333333333333336
257,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,2,22000,9000,44000,26000,2024-05-21,2024-05,59.09090909090909
258,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,9,25000,10000,225000,135000,2024-05-16,2024-05,60.0
259,1,Gacoan Malang Soekarno Hatta,Malang,3,Mie Iblis,Mie,5,25000,10000,125000,75000,2024-10-27,2024-10,60.0
260,5,Gacoan Jogja Seturan,Yogyakarta,4,Dimsum Udang,Dimsum,3,15000,7000,45000,24000,2024-08-16,2024-08,53.333333333333336
261,5,Gacoan Jogja Seturan,Yogyakarta,4,Dimsum Udang,Dimsum,6,15000,7000,90000,48000,2024-06-19,2024-06,53.333333333333336
262,5,Gacoan Jogja Seturan,Yogyakarta,5,Es Teh Jumbo,Minuman,7,8000,3000,56000,35000,2024-08-21,2024-08,62.5
263,3,Gacoan Surabaya Gubeng,Surabaya,2,Mie Setan,Mie,4,22000,9000,88000,52000,2024-10-19,2024-10,59.09090909090909
264,4,Gacoan Surabaya Darmo,Surabaya,2,Mie Setan,Mie,7,22000,9000,154000,91000,2024-01-23,2024-01,59.09090909090909
265,3,Gacoan Surabaya Gubeng,Surabaya,4,Dimsum Udang,Dimsum,7,15000,7000,105000,56000,2024-07-16,2024-07,53.333333333333336
266,2,Gacoan Malang Sulfat,Malang,4,Dimsum Udang,Dimsum,1,15000,7000,15000,8000,2024-03-05,2024-03,53.333333333333336
267,5,Gacoan Jogja Seturan,Yogyakarta,5,Es Teh Jumbo,Minuman,6,8000,3000,48000,30000,2024-02-21,2024-02,62.5
268,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,9,18000,8000,162000,90000,2024-08-21,2024-08,55.55555555555556
269,1,Gacoan Malang Soekarno Hatta,Malang,2,Mie Setan,Mie,7,22000,9000,154000,91000,2024-12-01,2024-12,59.09090909090909
270,2,Gacoan Malang Sulfat,Malang,1,Mie Hompimpa,Mie,8,18000,8000,144000,80000,2024-05-15,2024-05,55.55555555555556
271,3,Gacoan Surabaya Gubeng,Surabaya,5,Es Teh Jumbo,Minuman,7,8000,3000,56000,35000,2024-11-28,2024-11,62.5
272,1,Gacoan Malang Soekarno Hatta,Malang,3,Mie Iblis,Mie,9,25000,10000,225000,135000,2024-07-13,2024-07,60.0
273,3,Gacoan Surabaya Gubeng,Surabaya,4,Dimsum Udang,Dimsum,9,15000,7000,135000,72000,2024-01-19,2024-01,53.333333333333336
274,5,Gacoan Jogja Seturan,Yogyakarta,1,Mie Hompimpa,Mie,4,18000,8000,72000,40000,2024-11-19,2024-11,55.55555555555556
275,3,Gacoan Surabaya Gubeng,Surabaya,2,Mie Setan,Mie,2,22000,9000,44000,26000,2024-08-10,2024-08,59.09090909090909
276,1,Gacoan Malang Soekarno Hatta,Malang,1,Mie Hompimpa,Mie,8,18000,8000,144000,80000,2024-03-26,2024-03,55.55555555555556
277,3,Gacoan Surabaya Gubeng,Surabaya,1,Mie Hompimpa,Mie,1,18000,8000,18000,10000,2024-06-15,2024-06,55.55555555555556
278,1,Gacoan Malang Soekarno Hatta,Malang,3,Mie Iblis,Mie,6,25000,10000,150000,90000,2024-07-10,2024-07,60.0
279,4,Gacoan Surabaya Darmo,Surabaya,2,Mie Setan,Mie,4,22000,9000,88000,52000,2024-09-28,2024-09,59.09090909090909
280,4,Gacoan Surabaya Darmo,Surabaya,5,Es Teh Jumbo,Minuman,3,8000,3000,24000,15000,2024-03-28,2024-03,62.5
281,2,Gacoan Malang Sulfat,Malang,1,Mie Hompimpa,Mie,10,18000,8000,180000,100000,2024-07-14,2024-07,55.55555555555556
282,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,8,22000,9000,176000,104000,2024-10-25,2024-10,59.09090909090909
283,2,Gacoan Malang Sulfat,Malang,2,Mie Setan,Mie,8,22000,9000,176000,104000,2024-11-22,2024-11,59.09090909090909
284,3,Gacoan Surabaya Gubeng,Surabaya,4,Dimsum Udang,Dimsum,5,15000,7000,75000,40000,2024-12-07,2024-12,53.333333333333336
285,1,Gacoan Malang Soekarno Hatta,Malang,4,Dimsum Udang,Dimsum,5,15000,7000,75000,40000,2024-12-12,2024-12,53.333333333333336
286,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,2,22000,9000,44000,26000,2024-08-14,2024-08,59.09090909090909
287,3,Gacoan Surabaya Gubeng,Surabaya,5,Es Teh Jumbo,Minuman,5,8000,3000,40000,25000,2024-11-23,2024-11,62.5
288,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,8,25000,10000,200000,120000,2024-06-03,2024-06,60.0
289,2,Gacoan Malang Sulfat,Malang,4,Dimsum Udang,Dimsum,8,15000,7000,120000,64000,2024-02-24,2024-02,53.333333333333336
290,2,Gacoan Malang Sulfat,Malang,4,Dimsum Udang,Dimsum,10,15000,7000,150000,80000,2024-07-02,2024-07,53.333333333333336
291,5,Gacoan Jogja Seturan,Yogyakarta,3,Mie Iblis,Mie,5,25000,10000,125000,75000,2024-01-12,2024-01,60.0
292,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,1,25000,10000,25000,15000,2024-10-16,2024-10,60.0
293,1,Gacoan Malang Soekarno Hatta,Malang,5,Es Teh Jumbo,Minuman,8,8000,3000,64000,40000,2024-05-26,2024-05,62.5
294,2,Gacoan Malang Sulfat,Malang,5,Es Teh Jumbo,Minuman,6,8000,3000,48000,30000,2024-04-22,2024-04,62.5
295,2,Gacoan Malang Sulfat,Malang,5,Es Teh Jumbo,Minuman,5,8000,3000,40000,25000,2024-12-13,2024-12,62.5
296,2,Gacoan Malang Sulfat,Malang,1,Mie Hompimpa,Mie,1,18000,8000,18000,10000,2024-06-07,2024-06,55.55555555555556
297,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,10,18000,8000,180000,100000,2024-07-05,2024-07,55.55555555555556
298,2,Gacoan Malang Sulfat,Malang,1,Mie Hompimpa,Mie,5,18000,8000,90000,50000,2024-06-16,2024-06,55.55555555555556
299,4,Gacoan Surabaya Darmo,Surabaya,2,Mie Setan,Mie,4,22000,9000,88000,52000,2024-03-08,2024-03,59.09090909090909
300,5,Gacoan Jogja Seturan,Yogyakarta,3,Mie Iblis,Mie,9,25000,10000,225000,135000,2024-09-13,2024-09,60.0
301,3,Gacoan Surabaya Gubeng,Surabaya,2,Mie Setan,Mie,5,22000,9000,110000,65000,2024-09-03,2024-09,59.09090909090909
302,3,Gacoan Surabaya Gubeng,Surabaya,3,Mie Iblis,Mie,2,25000,10000,50000,30000,2024-08-27,2024-08,60.0
303,1,Gacoan Malang Soekarno Hatta,Malang,2,Mie Setan,Mie,4,22000,9000,88000,52000,2024-12-12,2024-12,59.09090909090909
304,4,Gacoan Surabaya Darmo,Surabaya,5,Es Teh Jumbo,Minuman,6,8000,3000,48000,30000,2024-02-16,2024-02,62.5
305,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,5,18000,8000,90000,50000,2024-10-01,2024-10,55.55555555555556
306,1,Gacoan Malang Soekarno Hatta,Malang,4,Dimsum Udang,Dimsum,6,15000,7000,90000,48000,2024-12-10,2024-12,53.333333333333336
307,3,Gacoan Surabaya Gubeng,Surabaya,5,Es Teh Jumbo,Minuman,7,8000,3000,56000,35000,2024-11-22,2024-11,62.5
308,3,Gacoan Surabaya Gubeng,Surabaya,1,Mie Hompimpa,Mie,4,18000,8000,72000,40000,2024-08-29,2024-08,55.55555555555556
309,1,Gacoan Malang Soekarno Hatta,Malang,5,Es Teh Jumbo,Minuman,9,8000,3000,72000,45000,2024-06-16,2024-06,62.5
310,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,2,22000,9000,44000,26000,2024-11-21,2024-11,59.09090909090909
311,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,7,25000,10000,175000,105000,2024-02-29,2024-02,60.0
312,2,Gacoan Malang Sulfat,Malang,1,Mie Hompimpa,Mie,1,18000,8000,18000,10000,2024-06-04,2024-06,55.55555555555556
313,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,2,18000,8000,36000,20000,2024-04-30,2024-04,55.55555555555556
314,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,7,22000,9000,154000,91000,2024-08-20,2024-08,59.09090909090909
315,3,Gacoan Surabaya Gubeng,Surabaya,5,Es Teh Jumbo,Minuman,7,8000,3000,56000,35000,2024-10-27,2024-10,62.5
316,2,Gacoan Malang Sulfat,Malang,4,Dimsum Udang,Dimsum,2,15000,7000,30000,16000,2024-09-07,2024-09,53.333333333333336
317,5,Gacoan Jogja Seturan,Yogyakarta,4,Dimsum Udang,Dimsum,5,15000,7000,75000,40000,2024-01-17,2024-01,53.333333333333336
318,3,Gacoan Surabaya Gubeng,Surabaya,2,Mie Setan,Mie,8,22000,9000,176000,104000,2024-08-15,2024-08,59.09090909090909
319,2,Gacoan Malang Sulfat,Malang,3,Mie Iblis,Mie,2,25000,10000,50000,30000,2024-12-17,2024-12,60.0
320,3,Gacoan Surabaya Gubeng,Surabaya,5,Es Teh Jumbo,Minuman,6,8000,3000,48000,30000,2024-02-01,2024-02,62.5
321,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,4,25000,10000,100000,60000,2024-03-03,2024-03,60.0
322,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,4,18000,8000,72000,40000,2024-11-24,2024-11,55.55555555555556
323,5,Gacoan Jogja Seturan,Yogyakarta,1,Mie Hompimpa,Mie,1,18000,8000,18000,10000,2024-06-19,2024-06,55.55555555555556
324,2,Gacoan Malang Sulfat,Malang,2,Mie Setan,Mie,10,22000,9000,220000,130000,2024-04-15,2024-04,59.09090909090909
325,1,Gacoan Malang Soekarno Hatta,Malang,5,Es Teh Jumbo,Minuman,4,8000,3000,32000,20000,2024-10-27,2024-10,62.5
326,2,Gacoan Malang Sulfat,Malang,2,Mie Setan,Mie,6,22000,9000,132000,78000,2024-03-16,2024-03,59.09090909090909
327,5,Gacoan Jogja Seturan,Yogyakarta,1,Mie Hompimpa,Mie,5,18000,8000,90000,50000,2024-03-15,2024-03,55.55555555555556
328,2,Gacoan Malang Sulfat,Malang,5,Es Teh Jumbo,Minuman,5,8000,3000,40000,25000,2024-03-30,2024-03,62.5
329,1,Gacoan Malang Soekarno Hatta,Malang,1,Mie Hompimpa,Mie,3,18000,8000,54000,30000,2024-01-08,2024-01,55.55555555555556
330,3,Gacoan Surabaya Gubeng,Surabaya,2,Mie Setan,Mie,10,22000,9000,220000,130000,2024-06-14,2024-06,59.09090909090909
331,1,Gacoan Malang Soekarno Hatta,Malang,2,Mie Setan,Mie,5,22000,9000,110000,65000,2024-01-27,2024-01,59.09090909090909
332,2,Gacoan Malang Sulfat,Malang,4,Dimsum Udang,Dimsum,9,15000,7000,135000,72000,2024-02-28,2024-02,53.333333333333336
333,1,Gacoan Malang Soekarno Hatta,Malang,4,Dimsum Udang,Dimsum,8,15000,7000,120000,64000,2024-07-04,2024-07,53.333333333333336
334,5,Gacoan Jogja Seturan,Yogyakarta,5,Es Teh Jumbo,Minuman,2,8000,3000,16000,10000,2024-08-19,2024-08,62.5
335,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,10,22000,9000,220000,130000,2024-01-23,2024-01,59.09090909090909
336,5,Gacoan Jogja Seturan,Yogyakarta,3,Mie Iblis,Mie,8,25000,10000,200000,120000,2024-11-25,2024-11,60.0
337,1,Gacoan Malang Soekarno Hatta,Malang,1,Mie Hompimpa,Mie,8,18000,8000,144000,80000,2024-07-24,2024-07,55.55555555555556
338,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,8,18000,8000,144000,80000,2024-12-30,2024-12,55.55555555555556
339,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,2,18000,8000,36000,20000,2024-06-13,2024-06,55.55555555555556
340,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,2,22000,9000,44000,26000,2024-03-05,2024-03,59.09090909090909
341,3,Gacoan Surabaya Gubeng,Surabaya,5,Es Teh Jumbo,Minuman,10,8000,3000,80000,50000,2024-10-07,2024-10,62.5
342,3,Gacoan Surabaya Gubeng,Surabaya,4,Dimsum Udang,Dimsum,10,15000,7000,150000,80000,2024-09-28,2024-09,53.333333333333336
343,3,Gacoan Surabaya Gubeng,Surabaya,4,Dimsum Udang,Dimsum,9,15000,7000,135000,72000,2024-11-05,2024-11,53.333333333333336
344,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,2,18000,8000,36000,20000,2024-12-01,2024-12,55.55555555555556
345,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,7,22000,9000,154000,91000,2024-08-19,2024-08,59.09090909090909
346,2,Gacoan Malang Sulfat,Malang,4,Dimsum Udang,Dimsum,6,15000,7000,90000,48000,2024-08-20,2024-08,53.333333333333336
347,4,Gacoan Surabaya Darmo,Surabaya,4,Dimsum Udang,Dimsum,2,15000,7000,30000,16000,2024-06-09,2024-06,53.333333333333336
348,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,5,25000,10000,125000,75000,2024-07-10,2024-07,60.0
349,2,Gacoan Malang Sulfat,Malang,4,Dimsum Udang,Dimsum,2,15000,7000,30000,16000,2024-02-16,2024-02,53.333333333333336
350,1,Gacoan Malang Soekarno Hatta,Malang,1,Mie Hompimpa,Mie,7,18000,8000,126000,70000,2024-02-19,2024-02,55.55555555555556
351,3,Gacoan Surabaya Gubeng,Surabaya,2,Mie Setan,Mie,9,22000,9000,198000,117000,2024-01-31,2024-01,59.09090909090909
352,5,Gacoan Jogja Seturan,Yogyakarta,5,Es Teh Jumbo,Minuman,9,8000,3000,72000,45000,2024-06-17,2024-06,62.5
353,1,Gacoan Malang Soekarno Hatta,Malang,4,Dimsum Udang,Dimsum,6,15000,7000,90000,48000,2024-12-06,2024-12,53.333333333333336
354,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,5,18000,8000,90000,50000,2024-11-03,2024-11,55.55555555555556
355,3,Gacoan Surabaya Gubeng,Surabaya,3,Mie Iblis,Mie,2,25000,10000,50000,30000,2024-10-22,2024-10,60.0
356,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,3,22000,9000,66000,39000,2024-12-02,2024-12,59.09090909090909
357,4,Gacoan Surabaya Darmo,Surabaya,2,Mie Setan,Mie,2,22000,9000,44000,26000,2024-06-28,2024-06,59.09090909090909
358,5,Gacoan Jogja Seturan,Yogyakarta,3,Mie Iblis,Mie,2,25000,10000,50000,30000,2024-05-22,2024-05,60.0
359,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,7,22000,9000,154000,91000,2024-10-14,2024-10,59.09090909090909
360,5,Gacoan Jogja Seturan,Yogyakarta,5,Es Teh Jumbo,Minuman,9,8000,3000,72000,45000,2024-01-14,2024-01,62.5
361,5,Gacoan Jogja Seturan,Yogyakarta,3,Mie Iblis,Mie,1,25000,10000,25000,15000,2024-04-02,2024-04,60.0
362,3,Gacoan Surabaya Gubeng,Surabaya,3,Mie Iblis,Mie,6,25000,10000,150000,90000,2024-06-28,2024-06,60.0
363,1,Gacoan Malang Soekarno Hatta,Malang,2,Mie Setan,Mie,3,22000,9000,66000,39000,2024-10-16,2024-10,59.09090909090909
364,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,3,18000,8000,54000,30000,2024-11-20,2024-11,55.55555555555556
365,1,Gacoan Malang Soekarno Hatta,Malang,1,Mie Hompimpa,Mie,9,18000,8000,162000,90000,2024-04-20,2024-04,55.55555555555556
366,4,Gacoan Surabaya Darmo,Surabaya,4,Dimsum Udang,Dimsum,8,15000,7000,120000,64000,2024-06-23,2024-06,53.333333333333336
367,2,Gacoan Malang Sulfat,Malang,3,Mie Iblis,Mie,5,25000,10000,125000,75000,2024-06-15,2024-06,60.0
368,5,Gacoan Jogja Seturan,Yogyakarta,5,Es Teh Jumbo,Minuman,2,8000,3000,16000,10000,2024-01-27,2024-01,62.5
369,2,Gacoan Malang Sulfat,Malang,2,Mie Setan,Mie,10,22000,9000,220000,130000,2024-01-26,2024-01,59.09090909090909
370,1,Gacoan Malang Soekarno Hatta,Malang,3,Mie Iblis,Mie,8,25000,10000,200000,120000,2024-12-04,2024-12,60.0
371,4,Gacoan Surabaya Darmo,Surabaya,4,Dimsum Udang,Dimsum,10,15000,7000,150000,80000,2024-08-14,2024-08,53.333333333333336
372,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,4,25000,10000,100000,60000,2024-09-19,2024-09,60.0
373,1,Gacoan Malang Soekarno Hatta,Malang,3,Mie Iblis,Mie,7,25000,10000,175000,105000,2024-02-26,2024-02,60.0
374,3,Gacoan Surabaya Gubeng,Surabaya,5,Es Teh Jumbo,Minuman,8,8000,3000,64000,40000,2024-09-26,2024-09,62.5
375,3,Gacoan Surabaya Gubeng,Surabaya,1,Mie Hompimpa,Mie,4,18000,8000,72000,40000,2024-07-21,2024-07,55.55555555555556
376,5,Gacoan Jogja Seturan,Yogyakarta,1,Mie Hompimpa,Mie,1,18000,8000,18000,10000,2024-04-14,2024-04,55.55555555555556
377,3,Gacoan Surabaya Gubeng,Surabaya,2,Mie Setan,Mie,3,22000,9000,66000,39000,2024-05-10,2024-05,59.09090909090909
378,3,Gacoan Surabaya Gubeng,Surabaya,3,Mie Iblis,Mie,2,25000,10000,50000,30000,2024-01-04,2024-01,60.0
379,4,Gacoan Surabaya Darmo,Surabaya,4,Dimsum Udang,Dimsum,3,15000,7000,45000,24000,2024-03-07,2024-03,53.333333333333336
380,4,Gacoan Surabaya Darmo,Surabaya,5,Es Teh Jumbo,Minuman,4,8000,3000,32000,20000,2024-09-13,2024-09,62.5
381,5,Gacoan Jogja Seturan,Yogyakarta,3,Mie Iblis,Mie,2,25000,10000,50000,30000,2024-07-22,2024-07,60.0
